number,link,Message,Subject Line,characters_count,and_or,blank_line,capital_start,end_dot,imperative_start,wrap_to_72,verb_obj_conn,changed_files_count,changes_methods_count,files_to_body_ratio,methods_to_body_ratio,methods_long,methods_complexity,methods_parameters,added_lines,removed_lines,label,not_sure,
250,https://github.com/EdwardRaff/JSAT/commit/1939c0684f5b25763dc6db2a4ed94a729ec899ac,"Added failure rate and reliability function to Weibull

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@51 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added failure rate and reliability function to Weibull,54,0,1,1,1,0,0,1,8,2,0,0.5,0.73,0.15,0.17,10,1108,bad,,
251,https://github.com/EdwardRaff/JSAT/commit/324e51a4eeb9ff1f3263604c5e1a784915a6d212,"Missed a folder on the last commit

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@52 c8979423-a768-6f17-17f2-fb57d64bf5d2",Missed a folder on the last commit,34,1,1,1,1,0,0,1,7,0,0,-1,0.28,0.85,0.83,1108,0,bad,,
252,https://github.com/EdwardRaff/JSAT/commit/0c9f30de629fbc80300e91f53ab2ffb50f6d9db0,"+- 2 for the range makes scatter plot useless for small valued data sets, so it has been removed

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@53 c8979423-a768-6f17-17f2-fb57d64bf5d2","+- 2 for the range makes scatter plot useless for small valued data sets, so it has been removed",96,1,1,0,1,0,0,1,1,1,0,0,-1,-1,-1,1,1,bad,,
253,https://github.com/EdwardRaff/JSAT/commit/83a60e8d624bbe0dea6ba870cb560e8a4cb9b992,"Added LogNormal Distribution

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@54 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added LogNormal Distribution,28,1,1,1,1,0,0,1,2,0,0,-1,1,1,1,142,1,good,,
254,https://github.com/EdwardRaff/JSAT/commit/559502c6f2db03daae4f3299f1f817e7ac92fc60,"Added One Sample test class
Added one sample Z test
Implemented dynamic GUI for One Sample tests (It still needs some cleaning up)
Added GreekLetters class

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@55 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added One Sample test class,27,1,0,1,1,0,0,1,9,5,0,0,0.43,0.43,0.47,527,0,bad,,
255,https://github.com/EdwardRaff/JSAT/commit/9ff8cd6801a128f09695fbd19ee106f1657bc91d,"Moved one sample tests into their own folder.
Added T Test
Added a set function to StudentT distribution
Updated GUI with new test

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@56 c8979423-a768-6f17-17f2-fb57d64bf5d2",Moved one sample tests into their own folder.,45,1,0,1,0,0,0,1,7,3,0,0,0.92,0.82,1,167,4,neutral,,
256,https://github.com/EdwardRaff/JSAT/commit/1228843c1ee791731a584bb29655f0cc3c8307e8,"Fixed bug in Gamma Distribution where PDF returned bad values (usually zero)

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@57 c8979423-a768-6f17-17f2-fb57d64bf5d2",Fixed bug in Gamma Distribution where PDF returned bad values (usually zero),76,1,1,1,1,0,0,1,1,1,0,0,1,1,1,8,4,bad,,
257,https://github.com/EdwardRaff/JSAT/commit/35f9789f1dca8cb0a50ab26b11ceec209ff261d6,"Intial Work for classification of data sets including a Naive Bayes classifier

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@58 c8979423-a768-6f17-17f2-fb57d64bf5d2",Intial Work for classification of data sets including a Naive Bayes classifier,78,1,1,1,1,0,0,0,14,28,0,0,0.21,0.99,0.46,726,131,bad,,
258,https://github.com/EdwardRaff/JSAT/commit/a05a1645c5376f3c9ab5bf3be2ab92e1f1051106,"Fixed initaliziation bug for the no parameter constructor.

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@59 c8979423-a768-6f17-17f2-fb57d64bf5d2",Fixed initaliziation bug for the no parameter constructor.,58,1,1,1,0,0,0,1,1,3,0,0,1,1,1,4,1,good,,
259,https://github.com/EdwardRaff/JSAT/commit/913098ff7f8f0ff48987e924a00968655164d452,"Updated gammaP and gammaQ functions with a series evaluation from Numerical recepies that is MUCH faster

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@60 c8979423-a768-6f17-17f2-fb57d64bf5d2",Updated gammaP and gammaQ functions with a series evaluation from Numerical recepies that is MUCH faster,104,0,1,1,1,0,0,1,1,3,0,0.67,1,1,1,26,0,bad,,
260,https://github.com/EdwardRaff/JSAT/commit/99c5572e2c7061a7e630a7b560e93c3330c04086,"Updated CDF to throw an Arithmetic Exception for NaN and Infinite input. (Many more of these eventualy need to be placed in many more methods)

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@61 c8979423-a768-6f17-17f2-fb57d64bf5d2",Updated CDF to throw an Arithmetic Exception for NaN and Infinite input. (Many more of these eventualy need to be placed in many more methods),142,0,1,1,1,0,0,1,1,1,0,0,1,-1,1,3,0,bad,,
261,https://github.com/EdwardRaff/JSAT/commit/093b13282afcfc503f6da6ee133ce41cf0b845a2,"Updated Vector implementations to cache certain commonly used values instead of computing them every time.

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@62 c8979423-a768-6f17-17f2-fb57d64bf5d2",Updated Vector implementations to cache certain commonly used values instead of computing them every time.,106,1,1,1,0,0,0,1,2,12,0,0,0.97,1,0.97,60,9,bad,,
262,https://github.com/EdwardRaff/JSAT/commit/c2ffffaaeaab074aa1114117cedb6f5e37027d70,"Updated classifier & Naive Bayes to have a multi threaded traning method


git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@63 c8979423-a768-6f17-17f2-fb57d64bf5d2",Updated classifier & Naive Bayes to have a multi threaded traning method,72,1,1,1,1,0,0,1,4,8,0,0,0.62,0.84,0.75,286,20,bad,,
263,https://github.com/EdwardRaff/JSAT/commit/2bc4938653e90674ccb509833f33b8b5c36c54fb,"Removed wall of commented code

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@64 c8979423-a768-6f17-17f2-fb57d64bf5d2",Removed wall of commented code,30,1,1,1,1,0,0,0,1,1,0,0,-1,-1,-1,0,36,good,,
264,https://github.com/EdwardRaff/JSAT/commit/e83b5c9c00a52b41ca795c304fcb4705283d7728,"Added mutable methods to the vector interface and implemented it

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@65 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added mutable methods to the vector interface and implemented it,64,0,1,1,1,0,0,1,3,14,0,0,0.49,1,0.49,189,2,bad,,
265,https://github.com/EdwardRaff/JSAT/commit/925b68034e4996012ef7c4356c655fcbf22a5608,"Added p-norm distance to vectors. Implementation can easily be improved for cases of SparceVector input

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@66 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added p-norm distance to vectors. Implementation can easily be improved for cases of SparceVector input,103,1,1,1,1,0,0,1,3,2,0,0,1,1,1,35,0,bad,,
266,https://github.com/EdwardRaff/JSAT/commit/5a2480ac58e78e89f5e4d97165ca84944de558f9,"Added normalization to Vector and implemenations

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@67 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added normalization to Vector and implemenations,48,0,1,1,1,0,0,1,3,7,0,0,1,1,1,63,0,neutral,,
267,https://github.com/EdwardRaff/JSAT/commit/c0a848da33fdc1aa65066f2ef5447d56173071b4,"Added Kernel Functions

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@68 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added Kernel Functions,22,1,1,1,1,0,0,1,4,0,0,-1,1,1,1,118,0,neutral,,
268,https://github.com/EdwardRaff/JSAT/commit/208135f596b44fb3c4dc09c988ea6398746ced61,"Nearest Neighbor and some supporting classes.

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@69 c8979423-a768-6f17-17f2-fb57d64bf5d2",Nearest Neighbor and some supporting classes.,45,0,1,1,0,0,0,0,7,2,0,0,0.65,0.93,0.65,267,4,bad,,
269,https://github.com/EdwardRaff/JSAT/commit/5c36449153003ea6fe15ff3eac1b6829e63fdf37,"Wrong defitinon for Polynomial Kernel

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@70 c8979423-a768-6f17-17f2-fb57d64bf5d2",Wrong defitinon for Polynomial Kernel,37,1,1,1,1,1,0,0,1,1,0,0,-1,-1,-1,1,1,neutral,,
270,https://github.com/EdwardRaff/JSAT/commit/90e646e1214ea66d246efcdea20aad0476344cff,"Added SVM SMO
Added and updated the Kernel Functions
Fixed a bug in Naive Bayes that made it fail when a numerical variable had no variance

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@71 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added SVM SMO,13,1,0,1,1,0,0,1,11,24,0,0,0.48,0.98,0.44,671,16,bad,,
271,https://github.com/EdwardRaff/JSAT/commit/b5e073b443636adbdfe49d4ba2fa9d95708226f3,"Updated Stemming into its own folder and added another implementation and some renaiming.

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@72 c8979423-a768-6f17-17f2-fb57d64bf5d2",Updated Stemming into its own folder and added another implementation and some renaiming.,89,0,1,1,0,0,0,1,4,0,0,-1,0.15,1,0.57,398,5,bad,,
272,https://github.com/EdwardRaff/JSAT/commit/88f7eaf569507720bd443e1caf710cb9079fb3c8,"Updated ARFF loader to load integer attributes as real
Added an IndeTable designed for values  >= 0

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@73 c8979423-a768-6f17-17f2-fb57d64bf5d2",Updated ARFF loader to load integer attributes as real,54,1,0,1,1,0,0,1,5,3,0,0,0.43,0.44,0.44,119,13,neutral,,
273,https://github.com/EdwardRaff/JSAT/commit/205d2e895b60dbc49f4796385fd06760de2bcc1a,"Added OneVsAll classifier so that SVM and other future binary classifiers can be used on datasets predicting more than one category

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@74 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added OneVsAll classifier so that SVM and other future binary classifiers can be used on datasets predicting more than one category,131,0,1,1,1,0,0,1,6,5,0,0,0.63,1,0.65,145,17,bad,,
274,https://github.com/EdwardRaff/JSAT/commit/b5d98821e61952988d39249050bbf757febb1afc,"Added KD tree accelerated version of the KNN algorithmw, ith impresive speed ups (40%) for 5000 data set despite a high dimesnionality (40 variables)

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@75 c8979423-a768-6f17-17f2-fb57d64bf5d2","Added KD tree accelerated version of the KNN algorithmw, ith impresive speed ups (40%) for 5000 data set despite a high dimesnionality (40 variables)",149,1,1,1,1,0,0,1,6,4,0,0,0.6,0.89,0.76,402,12,bad,,
275,https://github.com/EdwardRaff/JSAT/commit/558a4e61887dd32f897acf7568101b5c2c873c23,"Added 2 new distance metrics

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@76 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added 2 new distance metrics,28,1,1,1,1,0,0,1,2,0,0,-1,1,1,1,43,0,good,,
276,https://github.com/EdwardRaff/JSAT/commit/45f41ce1d07ff7aa756cdbb24d19ed3b802b3fa1,"Added pNorm to vectors
maid main file distinguish between the time taken for training and the time it takes for classification
Added cosine distance metric

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@77 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added pNorm to vectors,22,1,0,1,1,0,0,1,5,3,0,1,0.75,1,1,66,7,good,,
277,https://github.com/EdwardRaff/JSAT/commit/61672130880dbfcd923a6134055a71c94c78d1b9,"Added 2 new continous distributions: Laplace and Rayleigh

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@78 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added 2 new continous distributions: Laplace and Rayleigh,57,0,1,1,1,0,0,1,2,0,0,-1,1,1,1,323,0,neutral,,
278,https://github.com/EdwardRaff/JSAT/commit/e2ef9ba2125d2e4da93b4d6abf6340b339b02e07,"Renamed KernelFuction to KernelTrick since there is something else that actualy has the name of being a Kernel Fuction

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@79 c8979423-a768-6f17-17f2-fb57d64bf5d2",Renamed KernelFuction to KernelTrick since there is something else that actualy has the name of being a Kernel Fuction,118,1,1,1,1,0,0,1,9,9,0,0,-1,-1,-1,16,16,bad,,
279,https://github.com/EdwardRaff/JSAT/commit/b6c860ddbd7ead14bb62d9a5ae112f49950d2335,"Added underlying code for Weighted training

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@80 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added underlying code for Weighted training,43,1,1,1,1,0,0,1,6,8,0,0,1,0.83,1,45,2,good,,
280,https://github.com/EdwardRaff/JSAT/commit/9bdaaa8fbc8729eacf865c8ff1ba02bcf36d2e52,"Updated ARFFLoader to load in ""numeric"" as real
Added convinence method in ClassificationDataSet
Added implementation of ID3 decision tree
	Still need to add pruning
Added a Modifable Count Down Latch that is VERY usefull for multithreading when the number of tasks that will be created is not known apriori

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@81 c8979423-a768-6f17-17f2-fb57d64bf5d2","Updated ARFFLoader to load in ""numeric"" as real",47,1,0,1,1,0,0,1,5,3,0,0,0.72,0.72,0.64,310,3,neutral,,
281,https://github.com/EdwardRaff/JSAT/commit/b1022ee7b0f487313108be593b8e6772f53812a3,"Moved the distribution search out from naive bayes into its own class

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@82 c8979423-a768-6f17-17f2-fb57d64bf5d2",Moved the distribution search out from naive bayes into its own class,69,1,1,1,1,0,0,1,2,1,0,0,-1,-1,-1,76,69,good,,
282,https://github.com/EdwardRaff/JSAT/commit/63f1e3123478ce8634071022177683c7087843ed,"Moved classes around a bit for organization
Added a NominalToNumeric transform

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@83 c8979423-a768-6f17-17f2-fb57d64bf5d2",Moved classes around a bit for organization,43,1,0,1,1,0,0,1,8,2,0,0,0.46,1,1,102,10,neutral,,
283,https://github.com/EdwardRaff/JSAT/commit/5245a5e89bbf4724723516bac946df7618a246d7,"Renamed incorrectly named function

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@84 c8979423-a768-6f17-17f2-fb57d64bf5d2",Renamed incorrectly named function,34,1,1,1,1,0,0,1,3,5,0,0,-1,-1,-1,4,4,good,,
284,https://github.com/EdwardRaff/JSAT/commit/d7f1ce5698fd5071787d56ea69bb4dfee39877e1,"added NumericalToHistogram categorization of numerical attributes.

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@85 c8979423-a768-6f17-17f2-fb57d64bf5d2",added NumericalToHistogram categorization of numerical attributes.,66,1,1,0,0,0,0,1,2,1,0,0,0.08,1,0.38,96,6,neutral,,
285,https://github.com/EdwardRaff/JSAT/commit/415fc2a8cb2ce2f0651dbe0598e6305741ac06c9,"Added Logistic distribution and the trig functions lacking in Java.Math

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@86 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added Logistic distribution and the trig functions lacking in Java.Math,71,0,1,1,1,0,0,1,2,0,0,-1,1,1,1,224,0,neutral,,
286,https://github.com/EdwardRaff/JSAT/commit/5cb2df7c0b231ca2643a2f92d230272ffecda9b6,"added Cauchy distribution

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@87 c8979423-a768-6f17-17f2-fb57d64bf5d2",added Cauchy distribution,25,1,1,0,1,0,0,1,1,0,0,-1,1,1,1,174,0,good,,
287,https://github.com/EdwardRaff/JSAT/commit/4e391d760d12e070c865203fd842fb681602a573,"No stupid vector lengths (negative values err, zero values are allowed)

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@88 c8979423-a768-6f17-17f2-fb57d64bf5d2","No stupid vector lengths (negative values err, zero values are allowed)",71,1,1,1,1,0,0,0,2,3,0,0,1,1,1,6,2,bad,,
288,https://github.com/EdwardRaff/JSAT/commit/8aee8972801b821983f66ae2cb98368611199eb2,"Added Rocchio classifier
Made ClassificationDataSet return a new array list so that the user can not alter the data set so easily (they cans till alter the vectors, but when they remove a data point from their list it wont effect others)

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@89 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added Rocchio classifier,24,1,0,1,1,0,0,1,2,1,0,0,0.73,0.91,1,148,4,good,,
289,https://github.com/EdwardRaff/JSAT/commit/28b4cd03566150ffbbd0248b52a56a68af204335,"Updated OnlineStatistics to keep track of the min and max observed value

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@90 c8979423-a768-6f17-17f2-fb57d64bf5d2",Updated OnlineStatistics to keep track of the min and max observed value,72,0,1,1,1,0,0,1,1,4,0,0,-1,0.94,1,22,4,good,,
290,https://github.com/EdwardRaff/JSAT/commit/b3098d125b3c7ec822310c894ea42f42241f07d1,"Added pairwise multiplication and division for vectors

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@91 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added pairwise multiplication and division for vectors,54,0,1,1,1,0,0,1,3,8,0,0,1,1,1,90,0,neutral,,
291,https://github.com/EdwardRaff/JSAT/commit/4d8f855fc5c90152da68852ec852a1118fe26294,"Added dataTransform to transform a data set from any arbitrary range into a specified range of values.

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@92 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added dataTransform to transform a data set from any arbitrary range into a specified range of values.,102,1,1,1,0,0,0,1,1,0,0,-1,1,1,1,92,0,bad,,
292,https://github.com/EdwardRaff/JSAT/commit/ae00eff43918e46452c4c9e6cd3b66c166a02822,"Accidently messed up the constructors, fixed

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@93 c8979423-a768-6f17-17f2-fb57d64bf5d2","Accidently messed up the constructors, fixed",44,1,1,1,1,0,0,1,1,4,0,0,-1,-1,-1,6,12,neutral,,
293,https://github.com/EdwardRaff/JSAT/commit/e90e3b982aa68505c66241b2053d46ab6350b3ac,"Added convinence method to Categorical Results

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@94 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added convinence method to Categorical Results,46,1,1,1,1,0,0,1,1,1,0,0,1,1,1,13,0,good,,
294,https://github.com/EdwardRaff/JSAT/commit/b154ebf6f6c3f4447dc191e86eb13d04726eabee,"The begining of Matrix abilities.

Added an Abstract Matric class and a Dense matrix implementation

NOTE: Something will HAVE to be incomplete since the Matrix base class is for reals, and more complex operations on Real Matricies can produce complex results. A Complex object and Complex Matrix class will have to be added in the future.

Also future, sparce matrix implementation based on SparceVector

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@95 c8979423-a768-6f17-17f2-fb57d64bf5d2",The begining of Matrix abilities.,33,1,1,1,0,0,0,0,2,0,0,-1,0.7,0.88,1,583,0,bad,,
295,https://github.com/EdwardRaff/JSAT/commit/e189f01082f2b51f9181c804e484f71409fe7a3e,"added some quick comments on something I might forget

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@96 c8979423-a768-6f17-17f2-fb57d64bf5d2",added some quick comments on something I might forget,53,1,1,0,1,0,0,1,1,1,0,0,-1,-1,-1,2,1,neutral,,
296,https://github.com/EdwardRaff/JSAT/commit/1515b3bf2d1194e86203b6b8d83146c64118d6bf,"Added Transpose to the Matrix class
Added Vec Vec constroctor to the DenseMatrix implemenation, a parallel one needs to be added.
Added single and multi threaded block multiplication methods to dense matrix. They are slightly more efficently, but require the exact cache size to be known before hand. So they are not used by default, and the block size for a 256KB cache size is hard coded.

git-svn-id: https://java-statistical-analysis-tool.googlecode.com/svn/trunk@97 c8979423-a768-6f17-17f2-fb57d64bf5d2",Added Transpose to the Matrix class,35,1,0,1,1,0,0,1,3,20,0,0.05,0.3,0.97,0.31,190,35,bad,,
